MPP3_KO1	MPP3_KO2	MPP3_KO3	MPP3_KO4	MPP3_WT1	MPP3_WT2	MPP3_WT3	MPP3_WT4	MPP4_KO1	MPP4_KO2	MPP4_KO3	MPP4_KO4	MPP4_WT1	MPP4_WT2	MPP4_WT3	MPP4_WT4
Mtrf1	756.8	841.2	1149.3	773.3	815.3	654.4	1011.6	789.5	591.5	583.8	668.5	770.7	752.7	660.8	770.3	714.3
Wbp4	1576.5	1628.9	1582.6	1475.2	1558.2	1645.8	1721.6	1795.6	1746.6	1754.2	1604.9	1888.4	1717.9	1489.2	1921.4	1904.5
Sugt1	2753.5	2580.8	2391.9	2587.8	2615	2508	2632.7	2450	2462.4	2286.1	2376.8	2317.2	2826.1	2457.5	2485.9	2408.9
Elp3	4713.6	4964	4710.6	5020.3	4223.2	4653.8	5006.1	5004.3	4308.4	4578.9	4412.7	4568.3	4700.3	4863.2	4220.6	4834.7
Pbk	5492.9	5317.4	5289.5	5438.1	5930.4	4745	5668.4	6201.7	6923	6908.1	6188.7	7218.6	7317.3	6479	6846.1	7077.4
Esco2	1313	1277.9	1415.9	1584.4	1728.5	1591	1591.6	1578.1	1846	1864.6	1585	1874.6	1808.2	1872.7	2094.9	2054.7
Ccdc25	1504.3	1377.8	1468.3	1470.7	1526.2	1497	1263.9	1600.7	1524.9	1507.4	1088.9	1658.8	1625	1296.3	1172.4	1252.3
Clu	40.3	86.9	68.6	41.5	14.9	50.6	22.5	18.1	186.5	203.5	149.9	218.8	75.3	191.7	129.4	118.3
Adam2	58.1	30.9	42.8	64.1	33	8.4	36.4	12.7	114	86.4	165.8	120.2	76.1	69.9	57.3	55.4
Trim35	7417.4	8057.6	8742.2	7829.2	7593.9	8245.9	7663.1	7915.7	6996.6	8333.9	7786.9	7478.8	7670.3	7630.6	7538.6	7978.9
Dpysl2	4780.2	4382.2	3765	3561.3	5086.4	5121.4	4464.4	4376.2	5747.3	5854.9	4241.6	4829.5	5733.2	4611.1	4590.3	5048.7
Bnip3l	6896.9	6489.4	6478.8	6457.7	6963.9	6293.9	6629.8	6603.2	6303.6	5681.1	5694	6185.7	6334.6	5843.5	6371.3	5995.5
Ppp2r2a	4557.9	4370.3	3999.3	4327.4	3793.2	4232.5	4722.7	4011.8	4131.2	3487.2	3965.8	3979.9	3837.2	4093.8	4416.1	4054.9
Pibf1	1069.1	1147	1018.9	1138.7	1089.9	1129	1205.8	1128.5	848.4	781.5	964.2	1175.8	1048.8	1296.3	1065.8	855.3
Bora	2113.9	2160.8	2865.2	2880.1	2590.6	2859.1	2752.3	2722	1736.2	1610.1	1895.3	2623.7	2290.8	2291.1	2213.9	1708.1
Tnfrsf10b	113.5	211.8	112.4	121.8	228.8	200.8	138.7	118.7	148.1	128.7	141.9	237.5	146.4	137.5	129.4	138.5
Rhobtb2	891.9	672.3	689.4	738.1	927	1360.7	493.2	818.5	810.1	1265.5	1110.1	746.1	1053.8	934.5	1110.6	1357.2
Bin3	3237.4	3238.7	3149	2963.1	2912	2929.3	2990.7	3178.8	2617.8	2520.3	2984.3	2801.1	2888.8	2710.7	3041.6	3088
Pdlim2	1371.1	1288.6	1524.5	1395.8	1697.6	1373.4	1494.5	1308.9	1299	1709	1530.6	1622.3	1948.7	1896.8	1792.8	1998.5
Sorbs3	2372.7	2290.4	2456.7	2297.2	2390.5	2127.5	2564.2	2443.7	1940.3	2632.7	1933.8	2317.2	2448.9	2519	2413.9	2383.8
Ppp3cc	261.7	193.9	165.7	155.2	56.4	157.3	215.8	252	299.4	398.5	436.4	337.1	108.7	162.8	493.9	445.7
Slc39a14	268.2	108.3	205.7	240	234.2	212	192.4	223.9	467.2	212.2	229.5	401.1	247.6	319.5	243.3	228.3
Fam160b2	330.1	214.2	348.5	233.7	470.4	448	271.3	271	297.3	310.1	257.3	244.4	434.9	464.2	510.1	396.2
Bmp1	182.9	158.2	300.9	453.9	290.6	426.9	154.3	352.6	195.8	152.7	244	157.7	247.6	272.5	247	307.2
Xpo7	3290.9	3131.7	2589.1	2980.3	3020.5	2923.7	3378.2	3090.9	3138.8	3379.7	3136.8	2632.6	2574.3	2971.2	3387.8	3358.2
Dok2	2657.8	2898.5	2663.3	2766.4	3380.3	3718.5	3062.6	2624.1	3249.7	4657.6	4776.2	5016.8	5693.9	6227	5014.4	5050.4
Rb1	524.3	357	356.1	200.3	140.5	317.4	320.7	284.6	323.2	326.4	474.8	315.4	254.3	214.6	415.3	391.1
Rcbtb2	2687.9	2733.1	2894.7	3002.8	3087.6	3283.2	2931.7	2920.5	2856	3091.6	3280	3578.8	3501	3422.2	3169.5	3403.6
Itm2b	53503.9	59966.8	60766.2	54661.7	50332.9	46540.3	52702.8	53695	45989.6	50648.9	55090.9	52071.9	51458.7	48255.4	50819.1	51774.4
Med4	3228.1	2796.1	2786.2	3002.8	2642.7	2971.4	2832.9	3302.1	3039.4	3050.3	2221.6	3088.9	3041.8	2786.7	3179.8	2992.3
Sucla2	6643.7	5662.5	5989.4	6390.9	5789.9	5910.6	5999.6	5447.5	5077	4884.2	5290.8	5762.9	5821.1	5475.7	5462.8	5355
Uchl3	3575.1	3551.7	3806	3836.5	3588.9	3762	3842.8	3490.6	3335.7	3811.7	3748.2	3990.7	3726.8	3632	3078.3	3265.9
Spry2	315.1	224.9	287.6	273.4	169.2	244.3	327.7	420.6	252.8	301.5	310.4	400.2	308.6	318.3	430.7	532.1
Rbm26	1323.3	773.4	920.8	1125.2	1065.4	1314.4	1195.4	982.6	1703	985.1	852.8	1376.9	1023.7	1186.5	1113.6	936.7
Rnf219	1861.6	2113.2	1565.4	2117.7	2353.2	2259.5	1976.5	2079.3	1492.8	1765.7	1570.4	1902.2	2109.3	2232	1413.5	1692.1
Fbxl3	1182.6	1017.3	937	593.7	641.8	706.3	1029.8	1190.1	1168.5	1018.7	1017.3	823	790.4	751.2	940.8	1181.8
Cln5	2458.1	2472.5	2364.3	2662.7	2222.3	2304.4	2168.9	1941.5	1958.9	1513.2	2208.4	2136.8	2365.2	1969.1	1955.2	1857.5
Tgds	1099.2	810.3	1058.9	1137.8	1042	942.3	1183.3	949	808	730.7	931.1	964.9	1025.4	838.1	943.1	939.2
Gpr180	1393.6	1388.5	1408.3	1693.6	1424.1	1577	1382.7	1273.5	851.5	983.2	1283.9	1337.5	1012	1157.6	1189.3	1372.3
Dnajc3	4812.1	4746.3	6632.1	7304.9	5490.8	5148.1	4672.4	5004.3	4284.6	4010.5	5830.6	5247.4	5504.1	5274.3	4616	4072.5
Mbnl2	4939.6	4829.6	4495.4	4432.1	4376.5	4412.2	5705.7	4293.7	3615.4	3641.8	3754.9	4702.4	4703.7	4245.8	4441.1	3991.1
Nipbl	6001.3	5718.4	6670.2	7796.7	5254.6	6041.2	7315.5	6488.1	6145.1	4945.6	5188.6	7749.9	5770.9	5952	5745.1	5110
Nup155	1770.6	1678.9	1540.7	2089.7	2206.3	1803.1	1589	1679.6	2239.7	1492	1547.8	1910.1	1743	1565.2	1544.3	1463
Fyb	3058.3	2637.9	2819.5	3399.8	2615	2661.1	3490.9	2822.6	2253.1	2339.8	2086.3	3116.5	2417.1	2446.7	2782.1	2539
Ttc33	1996.7	2321.4	1953.9	1713.4	1767.8	1912.6	2016.3	1996.8	1860.5	2313.9	2012.1	1973.2	2132.7	1890.8	2425.6	2110.1
Mcpt8	1508.1	2438	2033.9	1886.7	1162.2	1356.5	1282.1	934.5	721	987	783.9	824	573.7	643.9	841.6	637.9
Rab2b	333.9	372.4	466.6	445.7	378.9	334.2	446.4	280.1	339.8	385	315.7	380.4	375.5	329.2	405.7	325.7
Mettl3	1165.7	1659.8	1468.3	1950.8	1677.4	1894.4	1517	1476.5	1455.5	1191.5	1547.8	1581.9	1555.6	1752.1	1240.7	1379.1
Dad1	6850.9	7759	8192.8	8198.2	7426.8	7380.8	7073.6	7548.6	7236.9	8652.7	8182.2	7696.6	6931.8	7327.9	6968.9	7545.7
Lrp10	2875.4	2639.1	2307.2	1992.3	2641.6	3557	2565.1	3100.8	2739	3315.3	3904.7	2537	3036.8	3762.2	4239.7	4703.7
Rem2	13.1	9.5	36.2	12.6	19.2	2.8	11.3	2.7	127.4	144	96.8	140	66.1	97.7	122	78.1
Haus4	3849.8	4746.3	4447.8	4779.4	4494.6	4388.3	4609.1	4818.5	4838.8	5219.3	4819.9	4476.7	4937.9	4974.1	4499.2	5444.9
Ajuba	242.9	138	172.3	113.7	88.3	155.9	200.2	216.6	15.5	41.3	35.8	42.4	1.7	49.4	50.7	80.6
4931414P19Rik	722.1	694.9	707.5	808.5	808.9	960.5	662.3	750.5	458.9	540.6	778.6	922.5	618.9	1022.6	836.5	736.9
Slc7a8	1073.8	1285	1788.2	1426.5	2153.1	1336.9	1235.3	1786.5	68.4	178.6	155.2	166.6	130.5	85.6	68.4	90.6
Fbxo4	465.2	711.5	482.8	480	185.2	261.2	408.3	465.9	510.7	488.7	594.2	389.3	160.6	241.2	493.2	555.6
Acin1	6369.8	6642.9	8101.4	9005.8	7992	8452.3	7533.9	7218.7	7461.7	7049.3	7906.3	9678.7	7787.4	8128.6	7784.1	6642.6
Oxct1	5319.4	5211.5	5323.8	5788.2	5824	5524.4	5851.3	5818.3	5346.4	5986.4	5087.8	5607.1	6357.2	5517.9	5559.8	5691.6
Drosha	1991	2233.3	2498.6	1851.5	3207.9	2624.6	1947	2180.8	1683.4	2137.3	2285.3	2300.4	2309.2	2443	2535.1	2414
Psmb5	5787.4	6448.9	5977	6371.1	5824	5490.7	5688.4	5876.3	5929.6	6913.9	5980.5	6354.2	5448.9	5280.4	4643.2	5335.7
Pabpn1	530.8	345.1	389.5	452.9	358.7	498.5	478.5	466.8	724.1	572.2	433.7	396.2	426.5	393.1	447.6	471.7
6030458C11Rik	1630.9	1273.1	1096.9	1283.1	1565.6	1456.2	1176.3	1426.7	1778.7	1201.1	1208.3	1571.1	1265.4	1460.3	1469.3	1106.3
Slc22a17	472.7	384.3	521.8	295	154.3	405.8	318.1	474.1	464.1	374.5	567.7	290.8	131.3	454.6	601.3	563.2
Golph3	2822	2514.1	2284.3	1987.7	912.1	1824.1	1951.3	2487.2	2490.3	2654.8	2555.9	1921.9	875.7	1542.3	2494.7	2609.5
Zfr	5158.1	4703.4	5246.7	5470.6	5974	5650.8	4493	4433.3	3731.4	3963.4	4800	5490.8	5378.6	5674.7	4560.2	4065.8
Ngdn	4332.8	4124	4684.9	4926.5	4427.6	4207.2	4362.1	4378	4119.8	4493.4	4522.8	4843.3	4167.6	3926.2	4256.6	4372.2
Sub1	16879.3	16673.2	16469.4	15108	13069.9	15291.1	15857.6	15170.6	17424.1	18598.7	17024.9	16851	15606.5	14795.7	15074.2	15537.2
Dhrs4	3481.3	4064.5	3722.2	4118.1	3951.8	3597.7	3640	4004.5	3529.4	3941.3	3928.6	4020.3	4369.1	3765.8	3728.1	3840
Dcaf11	3519.7	4222.7	4295.4	3774.3	4295.6	3749.4	4271.9	3857.7	3552.2	3717.6	4128.9	3801.5	3913.3	4409.8	3907.5	4190.9
Psme1	13504.9	14167.4	14053.7	13314.2	12532.4	11992.5	12927.6	13506.4	15397.9	16240.6	14587.1	14333.8	13596.7	13395.7	12874.2	14995
Emc9	307.6	243.9	336.1	216.5	176.7	182.6	247.1	204.8	209.3	238.1	214.9	284.8	225	272.5	246.2	198.9
Tgm1	240.1	285.6	260.9	324.8	253.3	178.3	268.7	153.2	132.6	165.1	118	177.4	135.5	100.1	61	118.3
Ripk3	5805.2	6558.4	6719.7	7400.6	6459.4	6264.5	6196.4	6333.1	6043.5	6749.7	6586.6	6703.1	6379.8	6495.9	6047.2	6291.8
Sdr39u1	2566.9	2605.8	1858.7	1930.9	2030.7	2178	2520	2428.3	2674.7	2802.6	1985.5	2161.4	2330.1	2364.7	2478.5	2829.4
Cma1	37.5	35.7	205.7	260.8	152.2	68.8	41.6	27.2	0	0	0	0	0	0	0	0
Zscan26	1432.1	1193.4	1327.4	1373.3	937.7	1227.3	1606.3	1315.2	1425.4	1224.2	1359.5	1449.8	1172.6	1204.6	1392.2	1461.3
Cct5	34149.7	37765.6	36759.1	36691.6	33186.6	31744.9	33238.2	36871.9	39265.4	40657.7	35076.4	36433.2	33556.4	34876.5	32094	34689.5
Ropn1l	132.2	258.2	181.9	138.1	268.2	178.3	195	176.8	149.2	170.9	114.1	133.1	174.8	147.1	111.7	145.2
Ankrd33b	93.8	76.1	144.7	49.6	166	171.3	62.4	139.6	92.2	45.1	164.5	124.2	163.9	63.9	58.1	20.1
Ctnnd2	0	0	0	0	12.8	5.6	0	19	202	132.5	249.4	191.2	140.5	117	224.9	271.1
Tars	4913.4	5011.6	5945.6	5906.4	5479.1	5257.6	5088.5	5395	4899.9	4352.3	4818.6	5614	5152	5180.3	4758.6	4603
Amacr	372.3	284.4	366.6	328.4	630.1	449.4	265.3	262.9	520	302.4	378	495.8	452.5	417.2	383.7	417.2
Rai14	750.3	587.8	641.8	730.9	830.2	1037.8	681.4	572.9	354.3	220.8	380.7	466.2	500.1	586	509.4	422.2
Brix1	6670.9	6383.5	5951.3	6098.6	5209.9	5872.7	6534.4	6048.5	6380.2	6201.5	5378.3	6099	5902.2	5280.4	5512.1	5599.3
Rad1	2315.5	2372.5	2236.7	2389.3	2625.7	2753.8	2367.4	2772.7	2839.4	2529.9	2415.3	3326.4	2852	2751.7	2741	2774.9
Nadk2	1557.8	1518.2	1313.1	834.6	779.1	741.5	941.4	1409.5	938.5	1111.8	1144.6	564.8	447.5	512.5	996	1021.5
Mtdh	7833.8	8001.7	7311.1	7640.6	7935.6	8983.1	8757.9	8987.1	11837.4	11575.3	11072.3	10528.3	11440.6	10799.5	12073	11358.1
Laptm4b	2592.2	2718.8	1716.8	1825.3	2452.2	1874.7	2494	2181.7	2302.8	2661.5	2138.1	2079.6	2368.6	2525	2666.7	2456.8
Sdc2	145.4	258.2	472.3	397	371.4	408.6	182	273.7	29	11.5	50.4	107.4	93.7	135.1	61.7	53.7
Trio	352.6	348.6	290.4	405.1	217.1	366.5	359.7	400.6	449.6	422.5	359.4	379.5	350.4	318.3	318.3	350
Ank	1216.4	1323.1	1319.8	1218.1	1129.2	1138.9	1239.6	1351.5	707.5	806.5	957.6	739.2	619.7	1090.1	1012.1	909.9
Fam134b	5282.9	4622.5	4155.4	4349.9	4601.1	5451.4	5110.2	4400.6	5365	5424.7	5504.3	6377.9	6179.9	5797.7	6144.9	5875.4
Myo10	251.3	402.2	265.7	194.9	336.3	446.6	365.8	321.8	479.6	362	395.2	479	628.9	446.2	335.9	326.5
Rnf19a	834.7	1045.9	1382.6	1440.1	1188.8	1314.4	1284.7	1388.6	1101.2	1259.7	949.7	1283.3	1536.4	1312	1351.7	1227.1
Pabpc1	94193.2	103556.6	97643.3	96156.2	95259	98168.4	92102.7	101968.7	88265.3	97123.1	95760.4	88264.5	89872.8	92184.2	95010.3	99184.2
Ywhaz	34612	33059.7	29067.1	29724.2	28863.4	28871.8	33408.1	34456.4	31166.6	29840.9	24831.7	27948	27239.4	26049.8	27600.7	30796.6
Rrm2b	633	566.4	717	759.7	919.6	1013.9	609.4	768.6	580.1	390.8	802.4	726.4	726.8	875.4	726.2	666.4
Atp6v1c1	3965.2	4360.8	4055.5	4311.1	4146.6	4283	3903.5	4336.3	3370.9	3808.8	3558.6	3969.1	4064.7	3533.1	3559.1	3576.5
Fzd6	1239.8	920.9	589.4	505.3	468.3	952.1	825.3	878.3	827.7	906.4	622.1	526.3	664.9	845.3	967.3	857
Slc25a32	815	865	764.6	802.1	700.3	919.8	929.3	777.7	808	995.7	746.7	1060.5	800.4	1011.7	948.2	778.9
Dcaf13	3556.3	3194.7	3511.7	3561.3	3448.4	3307.1	3689.4	3329.3	3463.1	3762.8	3082.4	3658.6	3338.8	3419.8	2975.4	3337.3
Lrp12	170.7	303.4	227.6	194.9	260.8	273.8	255.7	246.5	317	112.3	199	237.5	184.8	164	213.2	198.9
Oxr1	4716.4	4321.5	3983.1	3075.9	3120.6	3551.4	4112.4	4856.6	4011.1	3415.2	4292	3754.2	3212.5	3553.6	4320.6	4075.9
Angpt1	13538.7	10887	12240.6	11749.6	11324.4	13257.7	14181.1	13598.9	4682.3	4857.3	6398.3	6941.7	6841.4	6971	6597.7	6849.9
Eif3h	14621	16102.1	14565	14009	14823.9	11892.8	14695.1	13725.8	15639.2	15808.6	15214.4	14461.9	14206.4	13810.5	13704.8	15012.6
Utp23	1675.9	1468.3	1682.6	1594.3	1335.7	1671.1	1872.4	1830	1776.6	1648.5	1713.6	1700.2	1559.8	1788.3	1543.6	1407.6
Rad21	5327.9	4726	4348.7	4325.6	5721.8	5985	5433.5	5608	5602.2	5807.8	5904.9	5010.9	5952.4	5645.7	6708.7	7186.5
Shcbp1	2787.3	2616.5	2821.4	2964	2802.4	2734.1	3171	2954	3252.8	3089.7	3009.5	3522.6	3112.9	3351	2896.8	2591.1
Hrsp12	1670.3	1620.6	1267.4	1323.7	1311.2	1360.7	1404.3	1348.7	1626.4	1707.1	1018.6	1225.1	1393.4	1351.7	1265	1375.7
Matn2	342.3	335.5	214.2	247.2	245.9	316	234.9	343.5	273.5	161.3	294.4	223.7	284.4	196.6	252.1	200.6
Pop1	833.7	474.7	677	588.3	729.1	530.8	486.3	548.4	693	622.2	663.2	743.2	712.6	668	583.6	598.5
Stk3	1841	1589.6	1710.2	1690.9	1533.7	1676.7	1732.9	1618.9	1493.8	975.5	1374.1	1584.9	1502.9	1658	1506.1	1386.6
Khdrbs3	117.2	126.1	126.6	147.1	143.7	198	124	138.7	96.3	122.9	181.7	127.1	190.7	118.2	71.3	83.9
Zfat	151.9	124.9	340.9	339.3	180.9	370.7	190.7	269.2	136.7	177.6	193.6	201.1	298.6	150.7	290.3	272.8
Eif3e	18338.6	17151.6	15581	14523.3	13642.5	14091.9	17191.7	15938.4	17014.9	15436	15335.1	14553.6	14078.5	13834.6	14005.4	13960.9
Emc2	2550.9	2499.9	2705.2	2595.9	2312.8	2679.3	2943	2435.5	2183.7	2199.7	2250.8	2397	2540.9	2195.8	2479.3	2209.2
Eny2	3262.8	2919.9	2823.3	2798	2659.7	2538.9	3451.9	2927.7	2976.2	2815.1	2530.7	2616.8	2569.3	2285.1	2717.4	2822.7
Ebag9	1552.1	1377.8	1588.3	1269.5	889.8	1249.8	1466.7	1529.1	1074.2	1408.5	1546.5	1280.3	897.4	1117.8	1643.5	1545.2
Myc	25075.1	37990.4	40851.7	47072.5	40458.1	38419.4	31384.9	39106.3	27599.9	34919	40229.2	44063.8	37891.3	41409.8	31435.4	36185.2
E430025E21Rik	2537.8	2397.5	2524.3	2309.9	2856.6	2183.6	2566.8	2386.6	1933	2489.6	1972.3	2142.7	2337.6	2991.7	2302.1	2534
Sqle	1980.7	2336.8	2641.4	2567	2566.1	2679.3	2342.3	2604.1	1657.5	1815.6	2541.3	2322.1	1849.2	1775	1893.5	1836.5
Mtss1	634	666.3	246.6	417.8	415.1	693.7	467.2	719.7	945.8	747.9	757.3	491.8	731	967.1	848.2	751.2
Ndufb9	5782.7	6519.1	6021.8	6080.5	6242.2	5007.6	5699.6	6140.9	5966.9	6294.6	6833.3	5868.3	5845.3	5163.4	5276.1	5427.2
Fbxo32	708.1	535.4	548.5	595.5	369.3	417.1	876.4	710.6	1202.7	1072.5	852.8	891	879.9	984	1307.6	1221.3
Wdyhv1	1559.6	1483.7	1799.7	1801	1877.5	1975.8	1606.3	1530	1563.2	1337.5	1510.7	2075.7	1717.9	1633.9	1648.7	1695.5
Atad2	5474.2	5131.8	5519	6277.2	6438.1	6529.9	5436.1	6307.7	5256.2	4664.3	5171.4	6351.3	6259.3	6036.4	4739.5	5890.6
Zhx1	4503.5	4737.9	4560.1	4577.3	3763.4	3996.6	4675.9	4874.7	4220.3	3561.1	3823.8	4324.9	3824.7	4180.7	3609.8	4012.9
Tbc1d31	2369	1751.4	2255.8	2607.6	2480.9	2076.9	2325.8	2025.8	2103.9	1886.7	2246.8	2476.8	2564.3	2574.5	2780.7	2135.3
Derl1	4876.8	5068.7	5612.3	5415.5	4886.3	5773	4315.3	5278	4398.5	4668.2	5617.1	4935.9	4714.6	4694.3	4546.2	4632.4
Mtbp	581.5	840	785.6	738.1	1015.4	792	794.9	785	1099.1	547.3	867.4	816.1	704.2	930.9	1077.6	687.4
Mrpl13	3203.7	3225.7	2994.7	2768.2	2771.5	2619	3159.7	3087.2	2859.1	3028.3	2902	2656.2	2679.7	2244.1	2536.6	2852.9
Sla	2641.9	3040	3761.2	3440.4	2722.5	3613.2	3560.2	3126.2	2554.6	2785.3	3094.4	3587.6	2691.4	3365.5	3151.1	3485.8
Asap1	2976.7	2774.7	3255.6	3611.9	3505.9	3131.5	2741.9	3137.1	2208.6	1796.4	2220.3	1792.8	1912.8	2170.5	1656	1920.4
Fam49b	4492.3	4614.2	4626.8	4030.5	2334.1	3814	4007.5	4465	4186.1	4758.4	5331.9	3855.7	3061.9	3694.7	4531.5	5214.9
Gtse1	1039.1	1213.6	1250.3	1383.2	1606.1	1112.2	1051.5	1295.3	1551.8	1374.9	1524	1469.5	1916.9	1605	1535.5	1588.9
Trmu	870.3	768.6	897.9	981.7	1136.7	957.7	780.2	705.2	1109.5	1028.3	1009.3	1163	1020.4	1189	1149.6	961.9
Brd1	2197.4	2006.1	2011.1	2112.3	1762.5	1645.8	2274.7	2087.5	2168.2	2035.5	1783.9	2540.9	1804.9	1746.1	1734	1707.2
Tef	694.9	715.1	928.4	396.1	250.1	591.2	524.5	626.3	674.4	926.5	868.8	730.3	500.1	529.4	807.1	869.6
Zc3h7b	1238.9	1352.8	1272.2	1028.6	2651.2	2211.7	1395.7	1559.9	1939.2	1933.7	1550.5	1333.5	2095.1	2200.7	2558.7	2408.9
Rangap1	4964	5832.6	5921.8	6035.4	7518.4	7275.5	4872.7	6105.6	6052.9	7338.3	7456.7	7288.6	7873.5	8473.4	6389	6985.1
L3mbtl2	1539.9	1750.3	2167.2	2548.1	2902.4	2312.8	1857.7	2235.2	1853.3	1447.9	2091.6	1629.2	2304.2	2060.8	1878	1973.3
Rbx1	8452.8	9204.6	8528	8651.2	7833.4	8606.8	8430.3	7897.6	8618.8	9027.2	8287	8490.1	8572.7	8848.5	7973.7	8584
Xpnpep3	675.2	961.4	621.8	940.2	1225	1117.8	534.9	934.5	1262.8	804.6	903.2	690.9	918.3	938.1	791.6	726.9
St13	12901.9	12199.4	11279.9	12548.2	10601.7	12759.2	10787.3	12418.8	11748.3	11466.9	10214.1	12305.4	10370	10695.8	9457.7	10749.5
Slc25a17	5566.1	5313.8	5597.1	5589.7	5493	4547	5707.4	5554.5	5308	5010.9	5272.2	5195.2	4703.7	5082.6	5182.8	4885.9
Adsl	8579.4	9884	9633.5	9104.1	8754.1	7644.9	8412.9	8965.3	8803.2	9823.1	9183.6	9652.1	8690.6	9943.4	7512.8	9127.1
Mief1	1811.9	1394.5	1547.3	1598.9	2390.5	1880.3	1332.4	1441.2	1718.6	1899.1	1672.5	1483.3	1957.1	1860.6	1729.5	1818
Tab1	2062.3	2423.7	2172.9	2026.5	2438.4	2381.6	2212.2	2063.9	2062.5	2460.8	2323.7	2251.1	2314.2	2636	2704.9	2509.7
Syngr1	335.7	323.6	137.1	138.1	176.7	146	172.5	190.3	409.2	369.7	159.2	123.2	185.7	171.2	211	233.3
Deptor	3125.8	3575.5	3783.1	3825.7	3364.3	2510.8	3522.1	3463.4	817.3	821.9	832.9	1085.2	965.2	670.4	483.7	1035.8
Dnal4	1347.7	1645.6	1674	1705.3	1672.1	1498.4	1361.8	1467.5	1622.2	1926	1916.6	1614.4	2080.9	1767.8	1707.5	2017.8
Dscc1	1229.5	1426.6	1574	1468.9	1596.5	1381.8	1823.9	1744.8	1444.1	1375.9	1395.3	1117.7	1426	1346.9	1399.5	1719
Josd1	968.8	1211.3	1165.5	744.4	355.5	675.5	810.5	1194.7	1125	1220.3	1395.3	807.2	495.1	710.2	1226.8	1341.3
Tomm22	3803.9	4306	3951.7	3522.5	3855	3447.5	3711.9	3694.5	4159.2	4285.1	3659.4	3501.9	3904.1	3604.3	3339.3	4026.4
Cby1	1912.3	1668.2	1823.5	1574.5	1844.5	1377.6	1523.9	1611.6	1745.5	1901.1	1566.4	1628.2	2116	1500.1	1743.5	1562.9
Csnk1e	1765	2064.4	2097.7	2241.3	1878.5	1819.9	2055.3	2059.4	1406.8	1538.1	1488.2	1577	1238.6	1261.3	1448.8	1469.7
Fam118a	972.5	942.4	871.3	951.9	1014.3	967.5	843.5	935.4	867.1	626	919.2	767.8	819.6	880.3	702	919.9
Sh3bp1	3093.9	2868.7	3433.7	2835	3655.9	3798.6	3258.5	3392.7	3246.6	4272.6	4659.4	3344.2	3390.6	4253	4663.8	4676
Samm50	10110.9	9806.7	9986.8	9791.7	9437.3	8397.5	9887.5	10230.7	9293.2	9962.3	9180.9	9105.1	8954.9	8244.3	9084.3	9065
Parvg	13209.5	15606	14323.1	13167.1	14546.1	13294.2	13989.5	15378.2	17533.9	18930.9	18249.1	15601.3	15982.8	16164.3	16946.3	19890.9
C1qtnf6	668.7	649.7	573.2	602.7	753.5	730.2	540.1	638.1	309.7	444.5	366.1	362.7	455	347.3	274.9	350.8
Ttll1	711.8	837.6	943.6	1025.9	837.6	893.1	750.7	760.5	675.4	819	814.4	1020.1	947.6	956.2	718.9	676.5
Myh9	2354	2051.3	1845.4	2087.9	2860.9	3298.6	2198.4	2375.7	2443.7	2140.1	1903.3	1751.4	2767.5	2377.9	2660.1	2696.8
Ndufa6	5584.9	6249	6144.6	5752.1	6133.7	5240.7	5102.4	5438.5	5314.3	5669.6	6703.3	5564.8	6028.5	5374.4	4889.5	5643.8
Twf1	2958	2378.5	2192.9	2558.9	1768.9	2378.8	2553.8	2147.3	2513.1	2319.7	1794.5	2364.5	2190.4	2205.5	2366.8	2067.3
Smdt1	3601.3	4097.8	3731.7	3822.1	3367.5	3179.3	3225.6	3467.9	3477.6	4275.5	3372.9	3594.5	3603	3436.6	3191.5	3689.8
Naga	2464.7	2981.7	3163.2	3045.2	3247.2	3116.1	2708.1	2477.2	2058.4	2638.4	3083.7	2633.6	2863.7	2185	2600.6	2463.5
Slc38a2	5956.2	6137.2	4954.3	5170.1	5623.9	5730.8	5789.8	5736.7	6009.4	5391.1	3931.3	4270.7	4810.7	4745	5499.6	4192.5
Srebf2	5911.2	5405.4	5390.5	5263.1	9318.1	7528.3	5533.2	5324.3	5358.8	7308.5	7219.3	6299	7840.9	8015.2	9299	8688.1
Rpap3	2527.5	2814	2826.2	2544.5	2512.9	3038.8	2893.6	2979.4	2691.3	2866	2525.4	2526.1	2813.5	2591.4	2691	2561.7
Endou	104.1	142.8	126.6	140.8	101.1	148.9	51.1	108.8	91.2	224.7	107.4	71	81.1	66.3	62.5	86.5
Rapgef3	357.3	655.6	703.7	793.1	597.1	582.8	268.7	300.9	151.2	238.1	197.6	236.5	322	281	316.1	186.3
Xrcc6	7779.4	8521.6	8108.1	7622.5	7546	6958.2	8069.7	7855	13529.1	13613.7	12100.2	12366.5	11884.7	11342.1	10790.4	11499.9
Desi1	1565.3	1123.2	1500.7	1453.6	1327.2	1341.1	1250	1252.7	2141.2	2351.4	1939.1	1813.5	1996.4	1922.1	1939.8	1889.4
Pmm1	780.3	911.4	837.9	664.1	686.5	674.1	527.9	618.2	594.6	753.7	509.3	589.4	608.9	552.3	563.8	567.4
Hdac7	1235.1	1150.6	977.9	1005.2	1385.7	1461.8	1078.4	1212.8	2206.5	2005.7	1814.4	1678.5	2069.2	1570	1990.5	1979.2
Polr3h	3387.5	4091.9	3910.7	3191.4	3482.5	3047.3	3431.9	3574	3652.6	4244.7	4095.7	3576.8	3360.5	3633.2	3477.5	4149.7
